date,product_name,category,shelf_life_hours,day_of_week,weekend_flag,month,holiday_flag,promotion_flag,temperature_c,rainfall_mm,footfall,price,current_stock,produced_qty,qty_sold,waste_qty
2024-06-09,Burger,FastFood,24,6,1,6,0,0,17.6,8.5,503,6.0,39,155,139,16
2024-02-05,Sandwich,Bakery,48,0,0,2,0,0,23.9,7.0,377,4.5,33,95,95,0
2025-09-18,Ice Cream,Dessert,72,3,0,9,0,0,7.2,0.0,352,4.0,62,102,102,0
2025-10-06,Pizza Slice,FastFood,24,0,0,10,0,0,14.6,9.7,281,5.0,72,118,104,14
2024-08-12,Pizza Slice,FastFood,24,0,0,8,0,0,27.7,0.2,301,5.0,115,94,77,17
2025-06-08,Ice Cream,Dessert,72,6,1,6,0,0,31.2,0.2,463,4.0,102,162,162,0
2025-09-01,Sandwich,Bakery,48,0,0,9,0,0,15.7,1.7,395,4.5,80,90,84,6
2024-03-22,Coffee,Beverage,12,4,0,3,1,0,27.8,4.7,437,3.0,34,155,155,0
2024-10-06,Salad,Healthy,24,6,1,10,0,0,21.2,2.2,410,5.5,27,85,85,0
2025-08-26,Sandwich,Bakery,48,1,0,8,0,0,21.7,1.6,344,4.5,105,108,108,0
2024-02-26,Sandwich,Bakery,48,0,0,2,1,0,21.9,0.0,217,4.5,117,127,124,3
2025-02-01,Sandwich,Bakery,48,5,1,2,0,1,10.8,4.5,473,4.5,12,133,133,0
2024-12-16,Ice Cream,Dessert,72,0,0,12,0,0,18.3,3.1,405,4.0,53,127,125,2
2024-08-22,Ice Cream,Dessert,72,3,0,8,0,1,14.0,1.7,264,4.0,37,120,120,0
2024-11-23,Coffee,Beverage,12,5,1,11,0,0,24.8,5.2,479,3.0,51,158,158,0
2025-01-16,Salad,Healthy,24,3,0,1,0,0,8.7,4.6,345,5.5,79,99,82,17
2025-05-15,Salad,Healthy,24,3,0,5,0,0,19.2,0.0,394,5.5,43,82,63,19
2024-04-08,Pizza Slice,FastFood,24,0,0,4,0,1,15.5,6.8,441,5.0,84,141,117,24
2025-09-30,Salad,Healthy,24,1,0,9,0,0,14.8,0.1,274,5.5,99,84,84,0
2024-08-24,Coffee,Beverage,12,5,1,8,0,1,26.5,4.6,406,3.0,95,155,155,0
2024-12-04,Salad,Healthy,24,2,0,12,0,0,27.0,1.2,354,5.5,66,85,75,10
2025-03-19,Pizza Slice,FastFood,24,2,0,3,0,0,20.0,5.6,392,5.0,27,101,101,0
2024-12-16,Salad,Healthy,24,0,0,12,0,1,12.4,0.0,332,5.5,54,89,89,0
2024-11-15,Coffee,Beverage,12,4,0,11,0,0,13.8,5.2,320,3.0,83,113,112,1
2025-07-16,Bread,Bakery,48,2,0,7,0,1,26.1,0.5,392,2.5,75,140,140,0
2025-07-15,Coffee,Beverage,12,1,0,7,0,0,14.6,1.3,472,3.0,100,172,162,10
2024-01-30,Sandwich,Bakery,48,1,0,1,0,0,12.0,7.8,380,4.5,52,117,103,14
2025-09-14,Bread,Bakery,48,6,1,9,0,0,20.0,4.2,589,2.5,73,157,154,3
2024-08-02,Salad,Healthy,24,4,0,8,0,0,18.5,7.3,244,5.5,89,94,73,21
2024-05-07,Ice Cream,Dessert,72,1,0,5,0,0,17.7,7.8,260,4.0,86,146,122,24
2024-03-28,Pizza Slice,FastFood,24,3,0,3,0,0,11.4,0.0,425,5.0,80,96,96,0
2025-10-01,Salad,Healthy,24,2,0,10,0,0,18.8,2.3,463,5.5,51,114,95,19
2024-11-26,Ice Cream,Dessert,72,1,0,11,0,0,19.9,8.9,333,4.0,33,107,107,0
2025-09-09,Bread,Bakery,48,1,0,9,0,0,27.4,10.4,374,2.5,45,146,146,0
2024-07-27,Coffee,Beverage,12,5,1,7,1,0,18.1,0.0,607,3.0,46,197,197,0
2024-11-11,Sandwich,Bakery,48,0,0,11,0,0,24.5,0.0,298,4.5,49,113,113,0
2025-04-08,Bread,Bakery,48,1,0,4,0,0,8.3,7.6,326,2.5,20,147,128,19
2025-11-10,Chicken Roll,Snack,24,0,0,11,0,0,10.3,7.1,440,3.5,56,179,162,17
2024-09-17,Bread,Bakery,48,1,0,9,0,0,12.6,0.0,326,2.5,83,113,113,0
2025-12-24,Salad,Healthy,24,2,0,12,0,0,26.9,4.2,315,5.5,111,80,80,0
2024-06-29,Sandwich,Bakery,48,5,1,6,0,0,17.8,9.9,475,4.5,92,116,116,0
2024-07-15,Ice Cream,Dessert,72,0,0,7,0,0,14.1,5.9,403,4.0,33,139,115,24
2024-12-28,Coffee,Beverage,12,5,1,12,0,0,20.6,4.1,496,3.0,96,171,161,10
2025-06-22,Salad,Healthy,24,6,1,6,0,0,28.6,0.0,534,5.5,24,99,85,14
2025-12-22,Pizza Slice,FastFood,24,0,0,12,0,0,18.1,8.7,385,5.0,95,149,126,23
2025-09-23,Salad,Healthy,24,1,0,9,0,1,18.5,0.0,309,5.5,54,112,105,7
2025-08-01,Salad,Healthy,24,4,0,8,0,0,23.1,0.0,353,5.5,113,72,72,0
2025-04-05,Coffee,Beverage,12,5,1,4,1,0,5.4,0.0,541,3.0,34,185,185,0
2024-05-03,Pizza Slice,FastFood,24,4,0,5,0,1,33.6,3.5,387,5.0,82,139,123,16
2024-09-11,Salad,Healthy,24,2,0,9,0,1,29.7,0.1,418,5.5,31,131,115,16
2024-06-23,Burger,FastFood,24,6,1,6,0,1,18.0,1.3,427,6.0,38,179,159,20
2024-03-14,Pizza Slice,FastFood,24,3,0,3,0,0,17.6,6.4,245,5.0,99,105,81,24
2025-08-06,Pizza Slice,FastFood,24,2,0,8,1,0,13.8,9.3,483,5.0,81,128,128,0
2025-07-14,Coffee,Beverage,12,0,0,7,0,0,18.6,8.6,383,3.0,70,162,138,24
2024-04-13,Coffee,Beverage,12,5,1,4,0,0,11.2,1.4,522,3.0,113,175,170,5
2024-06-05,Chicken Roll,Snack,24,2,0,6,0,0,15.1,0.0,363,3.5,98,136,119,17
2024-11-06,Ice Cream,Dessert,72,2,0,11,0,0,8.2,6.5,266,4.0,108,94,94,0
2024-06-27,Bread,Bakery,48,3,0,6,0,0,22.7,1.2,327,2.5,110,114,110,4
2024-05-29,Bread,Bakery,48,2,0,5,0,1,37.6,6.0,334,2.5,11,138,138,0
2024-02-22,Sandwich,Bakery,48,3,0,2,0,0,8.2,8.4,397,4.5,71,123,123,0
2024-02-13,Pizza Slice,FastFood,24,1,0,2,0,0,13.0,4.1,415,5.0,119,119,119,0
2024-09-30,Burger,FastFood,24,0,0,9,0,0,10.8,2.9,290,6.0,62,102,102,0
2024-06-10,Coffee,Beverage,12,0,0,6,0,0,12.5,6.1,281,3.0,63,144,144,0
2025-09-21,Coffee,Beverage,12,6,1,9,0,0,22.8,0.6,514,3.0,22,154,154,0
2024-06-06,Coffee,Beverage,12,3,0,6,0,0,15.0,8.5,404,3.0,29,173,159,14
2024-08-16,Ice Cream,Dessert,72,4,0,8,0,0,23.5,0.0,408,4.0,70,181,171,10
2025-12-01,Burger,FastFood,24,0,0,12,0,0,16.4,7.2,436,6.0,108,92,92,0
2024-08-11,Salad,Healthy,24,6,1,8,0,0,23.9,0.0,528,5.5,43,114,90,24
2025-06-06,Burger,FastFood,24,4,0,6,0,0,15.6,7.3,476,6.0,10,124,124,0
2025-11-14,Sandwich,Bakery,48,4,0,11,0,1,15.9,2.3,382,4.5,68,139,126,13
2025-04-08,Ice Cream,Dessert,72,1,0,4,0,1,23.3,0.7,393,4.0,66,138,138,0
2024-09-18,Salad,Healthy,24,2,0,9,0,0,24.7,0.0,397,5.5,46,92,92,0
2024-09-18,Coffee,Beverage,12,2,0,9,0,0,13.4,6.1,341,3.0,22,147,129,18
2025-07-25,Coffee,Beverage,12,4,0,7,0,0,14.5,6.0,324,3.0,57,153,137,16
2025-08-10,Ice Cream,Dessert,72,6,1,8,1,0,20.4,6.2,571,4.0,108,170,170,0
2024-11-08,Burger,FastFood,24,4,0,11,0,0,20.8,3.4,328,6.0,66,111,111,0
2024-12-28,Salad,Healthy,24,5,1,12,0,0,9.1,4.6,391,5.5,18,112,88,24
2025-10-16,Chicken Roll,Snack,24,3,0,10,0,0,24.8,6.0,329,3.5,69,131,118,13
2025-09-20,Bread,Bakery,48,5,1,9,0,0,22.8,6.2,415,2.5,53,173,151,22
2025-07-10,Coffee,Beverage,12,3,0,7,0,1,12.8,1.3,435,3.0,52,176,161,15
2024-12-29,Bread,Bakery,48,6,1,12,0,0,14.5,0.0,534,2.5,39,174,158,16
2024-06-16,Sandwich,Bakery,48,6,1,6,0,0,7.5,0.0,469,4.5,42,146,141,5
2024-09-04,Ice Cream,Dessert,72,2,0,9,0,0,26.9,5.0,341,4.0,65,163,141,22
2025-07-19,Burger,FastFood,24,5,1,7,0,1,30.3,3.4,468,6.0,56,165,145,20
2025-10-05,Sandwich,Bakery,48,6,1,10,0,0,4.6,0.0,399,4.5,96,145,126,19
2025-01-06,Ice Cream,Dessert,72,0,0,1,0,1,22.7,6.6,297,4.0,38,138,138,0
2025-02-10,Salad,Healthy,24,0,0,2,1,0,32.8,5.1,485,5.5,37,135,125,10
2025-05-12,Coffee,Beverage,12,0,0,5,0,0,29.9,2.6,303,3.0,28,103,103,0
2025-11-27,Ice Cream,Dessert,72,3,0,11,0,1,9.5,0.0,406,4.0,70,139,139,0
2024-04-23,Salad,Healthy,24,1,0,4,0,0,8.0,4.5,370,5.5,70,85,78,7
2024-11-04,Ice Cream,Dessert,72,0,0,11,0,0,23.5,4.8,149,4.0,14,151,129,22
2025-03-11,Ice Cream,Dessert,72,1,0,3,0,0,23.7,4.0,374,4.0,88,119,119,0
2025-10-12,Coffee,Beverage,12,6,1,10,0,1,25.9,0.0,534,3.0,73,176,164,12
2025-06-07,Pizza Slice,FastFood,24,5,1,6,0,0,18.0,4.6,503,5.0,76,144,142,2
2024-03-14,Coffee,Beverage,12,3,0,3,0,0,3.3,4.6,322,3.0,35,150,141,9
2025-09-17,Chicken Roll,Snack,24,2,0,9,0,0,12.0,4.7,382,3.5,65,102,102,0
2025-06-09,Salad,Healthy,24,0,0,6,0,0,5.2,0.0,341,5.5,30,74,74,0
2024-02-02,Coffee,Beverage,12,4,0,2,0,0,9.2,4.4,210,3.0,24,129,129,0
2024-11-19,Sandwich,Bakery,48,1,0,11,0,0,24.0,1.7,378,4.5,32,97,84,13
2024-03-09,Sandwich,Bakery,48,5,1,3,0,0,16.7,2.3,403,4.5,51,116,116,0
2024-01-11,Sandwich,Bakery,48,3,0,1,0,0,22.1,9.0,357,4.5,41,104,104,0
2025-06-05,Pizza Slice,FastFood,24,3,0,6,0,0,22.2,0.0,411,5.0,26,135,135,0
2024-09-29,Salad,Healthy,24,6,1,9,1,0,19.2,6.5,544,5.5,64,134,115,19
2025-10-27,Salad,Healthy,24,0,0,10,0,0,19.9,9.1,296,5.5,65,99,91,8
2024-04-19,Pizza Slice,FastFood,24,4,0,4,0,0,18.3,3.5,363,5.0,42,125,103,22
2024-09-15,Chicken Roll,Snack,24,6,1,9,0,0,11.5,5.7,490,3.5,79,164,164,0
2024-09-13,Bread,Bakery,48,4,0,9,0,0,17.8,7.0,244,2.5,117,128,123,5
2025-10-21,Ice Cream,Dessert,72,1,0,10,0,1,27.4,4.0,380,4.0,60,174,164,10
2025-03-04,Ice Cream,Dessert,72,1,0,3,0,0,31.7,0.0,403,4.0,36,165,158,7
2025-02-20,Bread,Bakery,48,3,0,2,0,0,21.3,2.8,289,2.5,66,128,128,0
2024-01-06,Bread,Bakery,48,5,1,1,0,0,7.4,4.5,454,2.5,10,152,152,0
2025-06-29,Bread,Bakery,48,6,1,6,0,0,12.2,3.3,497,2.5,68,176,172,4
2025-01-01,Coffee,Beverage,12,2,0,1,1,1,6.8,2.7,384,3.0,49,193,193,0
2024-03-14,Burger,FastFood,24,3,0,3,0,0,7.3,0.0,273,6.0,75,109,101,8
2024-05-21,Chicken Roll,Snack,24,1,0,5,0,1,7.0,3.4,415,3.5,116,148,148,0
2024-09-07,Burger,FastFood,24,5,1,9,0,0,30.0,5.6,640,6.0,83,140,140,0
2025-02-15,Sandwich,Bakery,48,5,1,2,0,0,19.9,4.1,424,4.5,22,119,105,14
2025-11-10,Burger,FastFood,24,0,0,11,0,0,17.1,0.3,300,6.0,65,108,108,0
2024-03-13,Pizza Slice,FastFood,24,2,0,3,0,1,18.9,3.5,387,5.0,34,155,155,0
2024-11-07,Bread,Bakery,48,3,0,11,0,0,14.8,0.0,310,2.5,60,124,110,14
2024-02-09,Burger,FastFood,24,4,0,2,0,0,13.7,6.0,303,6.0,85,121,121,0
2024-07-24,Sandwich,Bakery,48,2,0,7,0,0,16.9,4.5,355,4.5,28,84,78,6
2024-07-01,Burger,FastFood,24,0,0,7,0,0,16.7,4.5,322,6.0,109,85,85,0
2024-12-02,Pizza Slice,FastFood,24,0,0,12,0,0,19.4,0.2,341,5.0,27,116,95,21
2025-06-07,Chicken Roll,Snack,24,5,1,6,0,1,24.1,5.9,349,3.5,84,162,162,0
2024-08-04,Chicken Roll,Snack,24,6,1,8,0,0,18.2,0.0,381,3.5,27,142,141,1
2024-05-04,Sandwich,Bakery,48,5,1,5,0,0,33.3,4.5,594,4.5,89,142,138,4
2024-09-02,Ice Cream,Dessert,72,0,0,9,0,1,15.0,6.0,419,4.0,53,144,121,23
2024-03-29,Salad,Healthy,24,4,0,3,0,1,10.1,8.7,463,5.5,107,102,84,18
2025-08-07,Ice Cream,Dessert,72,3,0,8,0,0,10.5,1.4,386,4.0,32,113,96,17
2024-12-27,Chicken Roll,Snack,24,4,0,12,0,0,8.1,0.0,382,3.5,111,127,127,0
2025-11-23,Salad,Healthy,24,6,1,11,0,0,22.7,3.5,449,5.5,44,79,79,0
2025-04-26,Ice Cream,Dessert,72,5,1,4,0,1,19.3,0.1,496,4.0,15,165,148,17
2024-03-11,Chicken Roll,Snack,24,0,0,3,0,0,10.3,1.9,286,3.5,101,125,103,22
2024-01-04,Salad,Healthy,24,3,0,1,0,0,13.7,0.8,355,5.5,34,90,76,14
2025-09-04,Sandwich,Bakery,48,3,0,9,0,0,13.8,0.8,348,4.5,96,120,96,24
2025-09-04,Chicken Roll,Snack,24,3,0,9,0,0,16.8,3.9,341,3.5,119,136,129,7
2025-05-06,Sandwich,Bakery,48,1,0,5,0,0,30.5,7.6,315,4.5,30,93,93,0
2024-05-07,Chicken Roll,Snack,24,1,0,5,1,0,20.5,4.4,435,3.5,24,152,152,0
2025-07-18,Sandwich,Bakery,48,4,0,7,0,0,20.3,0.0,299,4.5,25,107,107,0
2025-02-06,Bread,Bakery,48,3,0,2,0,0,30.0,0.0,397,2.5,53,144,130,14
2024-09-25,Sandwich,Bakery,48,2,0,9,0,0,28.6,2.9,185,4.5,62,89,89,0
2024-08-25,Pizza Slice,FastFood,24,6,1,8,0,0,6.2,6.9,426,5.0,20,134,113,21
2025-03-04,Burger,FastFood,24,1,0,3,0,0,19.5,0.0,442,6.0,31,114,114,0
2025-12-29,Pizza Slice,FastFood,24,0,0,12,0,0,21.1,0.0,365,5.0,66,105,105,0
2024-08-10,Sandwich,Bakery,48,5,1,8,0,0,18.0,3.9,580,4.5,48,137,137,0
2024-02-11,Sandwich,Bakery,48,6,1,2,0,0,10.4,5.0,500,4.5,34,126,121,5
2024-07-10,Chicken Roll,Snack,24,2,0,7,0,1,9.6,12.3,222,3.5,70,136,136,0
2024-11-04,Pizza Slice,FastFood,24,0,0,11,1,0,13.7,0.0,492,5.0,105,159,140,19
2024-07-07,Pizza Slice,FastFood,24,6,1,7,0,0,10.5,7.8,471,5.0,95,170,150,20
2025-01-20,Bread,Bakery,48,0,0,1,0,0,14.8,8.0,316,2.5,41,122,122,0
2024-01-30,Coffee,Beverage,12,1,0,1,0,0,3.4,8.8,445,3.0,28,159,159,0
2024-04-22,Burger,FastFood,24,0,0,4,0,1,21.5,7.2,404,6.0,25,157,138,19
2025-09-03,Sandwich,Bakery,48,2,0,9,0,0,16.8,0.0,341,4.5,77,87,87,0
2025-11-28,Chicken Roll,Snack,24,4,0,11,0,0,18.3,0.0,441,3.5,55,132,132,0
2024-10-23,Salad,Healthy,24,2,0,10,1,0,25.4,0.0,401,5.5,30,116,116,0
2025-11-09,Coffee,Beverage,12,6,1,11,0,0,34.6,3.1,445,3.0,21,149,133,16
2025-11-17,Salad,Healthy,24,0,0,11,0,0,22.9,0.0,416,5.5,44,80,69,11
2025-09-13,Ice Cream,Dessert,72,5,1,9,1,0,12.3,5.5,653,4.0,107,190,188,2
2024-08-04,Salad,Healthy,24,6,1,8,0,1,14.4,0.7,405,5.5,20,144,121,23
2025-03-24,Pizza Slice,FastFood,24,0,0,3,0,0,12.7,0.0,372,5.0,104,130,110,20
2024-03-31,Pizza Slice,FastFood,24,6,1,3,0,0,24.5,7.6,558,5.0,112,171,152,19
2024-07-07,Bread,Bakery,48,6,1,7,0,1,12.1,1.6,370,2.5,19,185,178,7
2024-07-27,Burger,FastFood,24,5,1,7,0,0,14.5,0.0,567,6.0,38,159,153,6
2024-02-16,Coffee,Beverage,12,4,0,2,0,1,12.5,1.4,467,3.0,36,221,197,24
2025-04-06,Coffee,Beverage,12,6,1,4,0,0,47.0,0.0,461,3.0,11,164,149,15
2024-07-12,Sandwich,Bakery,48,4,0,7,0,1,25.1,1.6,358,4.5,23,107,107,0
2024-08-08,Pizza Slice,FastFood,24,3,0,8,0,0,16.6,1.4,365,5.0,76,113,113,0
2025-05-08,Salad,Healthy,24,3,0,5,0,0,26.6,0.0,345,5.5,111,83,83,0
2024-06-23,Burger,FastFood,24,6,1,6,0,0,33.4,0.0,446,6.0,72,118,112,6
2025-01-07,Coffee,Beverage,12,1,0,1,0,0,23.7,1.0,512,3.0,83,155,155,0
2024-01-15,Chicken Roll,Snack,24,0,0,1,0,0,18.1,3.3,426,3.5,55,114,114,0
2024-08-12,Burger,FastFood,24,0,0,8,0,0,23.9,3.9,320,6.0,64,97,91,6
2025-05-08,Ice Cream,Dessert,72,3,0,5,0,1,4.4,0.0,388,4.0,11,101,101,0
2025-05-06,Burger,FastFood,24,1,0,5,1,0,21.1,0.0,533,6.0,57,149,135,14
2024-05-11,Burger,FastFood,24,5,1,5,0,1,13.8,0.8,425,6.0,13,170,156,14
2025-07-14,Ice Cream,Dessert,72,0,0,7,0,0,10.7,7.8,265,4.0,17,116,96,20
2025-09-27,Chicken Roll,Snack,24,5,1,9,0,0,26.0,0.0,410,3.5,35,147,147,0
2025-01-04,Coffee,Beverage,12,5,1,1,1,0,8.2,0.0,553,3.0,23,175,175,0
2024-04-27,Coffee,Beverage,12,5,1,4,0,0,11.9,0.3,517,3.0,28,161,161,0
2025-11-01,Sandwich,Bakery,48,5,1,11,0,0,24.9,4.0,376,4.5,81,111,107,4
2024-07-27,Sandwich,Bakery,48,5,1,7,0,1,17.7,0.0,480,4.5,104,134,134,0
2024-09-14,Chicken Roll,Snack,24,5,1,9,0,0,19.3,0.7,523,3.5,113,149,149,0
2025-07-03,Sandwich,Bakery,48,3,0,7,0,0,22.6,7.7,331,4.5,73,94,85,9
2024-10-19,Burger,FastFood,24,5,1,10,0,1,32.5,8.1,396,6.0,112,138,127,11
2025-12-05,Ice Cream,Dessert,72,4,0,12,0,0,16.8,0.0,364,4.0,96,131,117,14
2024-02-21,Sandwich,Bakery,48,2,0,2,0,0,20.0,0.0,357,4.5,38,108,105,3
2025-07-23,Sandwich,Bakery,48,2,0,7,0,0,11.0,10.8,351,4.5,91,103,93,10
2024-06-18,Bread,Bakery,48,1,0,6,1,0,14.1,4.3,460,2.5,59,150,137,13
2025-09-24,Ice Cream,Dessert,72,2,0,9,0,1,15.7,6.0,420,4.0,108,140,140,0
2024-05-28,Coffee,Beverage,12,1,0,5,0,0,17.7,0.0,316,3.0,104,165,144,21
2024-03-09,Chicken Roll,Snack,24,5,1,3,0,1,18.9,2.3,506,3.5,117,162,153,9
2024-08-04,Burger,FastFood,24,6,1,8,1,0,10.6,0.0,576,6.0,17,178,155,23
2024-12-16,Chicken Roll,Snack,24,0,0,12,0,1,24.9,0.0,318,3.5,36,163,146,17
2025-05-21,Burger,FastFood,24,2,0,5,0,1,14.8,4.5,491,6.0,85,136,130,6
2024-08-14,Sandwich,Bakery,48,2,0,8,0,0,25.3,3.6,293,4.5,98,126,103,23
2024-01-31,Salad,Healthy,24,2,0,1,0,0,23.4,1.3,274,5.5,15,80,71,9
2025-02-15,Ice Cream,Dessert,72,5,1,2,0,0,15.0,0.0,444,4.0,59,131,131,0
2025-05-07,Ice Cream,Dessert,72,2,0,5,0,1,18.7,0.0,456,4.0,93,166,150,16
2025-03-18,Bread,Bakery,48,1,0,3,0,0,10.1,0.7,335,2.5,43,138,138,0
2024-02-11,Coffee,Beverage,12,6,1,2,0,1,16.4,11.6,455,3.0,86,185,185,0
2024-01-30,Burger,FastFood,24,1,0,1,0,0,22.2,0.0,348,6.0,31,100,100,0
2025-10-12,Ice Cream,Dessert,72,6,1,10,0,0,14.5,0.3,432,4.0,73,145,133,12
2025-02-27,Pizza Slice,FastFood,24,3,0,2,0,0,5.7,0.0,231,5.0,73,102,102,0
2025-02-18,Burger,FastFood,24,1,0,2,0,0,8.0,7.2,319,6.0,30,150,136,14
2024-02-07,Coffee,Beverage,12,2,0,2,0,0,6.8,5.4,325,3.0,67,159,148,11
2025-08-24,Bread,Bakery,48,6,1,8,0,0,12.2,4.3,486,2.5,53,145,145,0
2025-11-12,Chicken Roll,Snack,24,2,0,11,0,1,15.7,3.6,280,3.5,53,139,139,0
2024-10-11,Ice Cream,Dessert,72,4,0,10,0,0,22.1,8.9,393,4.0,13,128,128,0
2025-06-14,Chicken Roll,Snack,24,5,1,6,0,0,21.8,0.0,542,3.5,53,156,149,7
2024-08-25,Sandwich,Bakery,48,6,1,8,0,0,26.2,4.1,441,4.5,82,118,118,0
2025-10-01,Coffee,Beverage,12,2,0,10,0,0,10.7,6.0,343,3.0,88,166,152,14
2024-03-13,Sandwich,Bakery,48,2,0,3,0,0,25.0,8.0,332,4.5,38,114,90,24
2024-09-13,Bread,Bakery,48,4,0,9,0,1,15.4,0.0,456,2.5,16,134,134,0
2024-01-15,Bread,Bakery,48,0,0,1,0,0,11.8,5.5,346,2.5,26,128,128,0
2024-05-02,Sandwich,Bakery,48,3,0,5,0,0,26.6,0.1,341,4.5,101,85,84,1
2025-08-30,Chicken Roll,Snack,24,5,1,8,0,0,18.8,0.0,439,3.5,52,156,136,20
2025-11-03,Sandwich,Bakery,48,0,0,11,0,0,23.1,4.1,422,4.5,23,121,97,24
2025-11-12,Burger,FastFood,24,2,0,11,0,0,26.6,0.0,355,6.0,57,104,104,0
2025-03-06,Burger,FastFood,24,3,0,3,0,1,20.4,3.6,399,6.0,33,117,117,0
2025-11-10,Chicken Roll,Snack,24,0,0,11,0,0,6.4,11.3,306,3.5,97,131,131,0
2024-11-05,Ice Cream,Dessert,72,1,0,11,0,0,32.9,11.1,317,4.0,90,163,159,4
2025-11-20,Ice Cream,Dessert,72,3,0,11,0,1,18.2,11.1,419,4.0,96,168,147,21
2025-08-12,Bread,Bakery,48,1,0,8,0,0,19.5,0.4,318,2.5,85,151,138,13
2025-12-07,Chicken Roll,Snack,24,6,1,12,0,0,20.4,4.1,360,3.5,85,153,147,6
2024-02-29,Burger,FastFood,24,3,0,2,0,0,17.4,0.0,416,6.0,103,120,107,13
2024-12-15,Burger,FastFood,24,6,1,12,0,0,11.6,5.3,532,6.0,55,150,140,10
2025-09-09,Pizza Slice,FastFood,24,1,0,9,0,1,4.2,6.5,344,5.0,89,110,105,5
2024-05-19,Coffee,Beverage,12,6,1,5,0,0,15.0,8.2,500,3.0,113,185,165,20
2025-06-30,Pizza Slice,FastFood,24,0,0,6,0,0,9.1,2.0,365,5.0,17,106,106,0
2025-09-25,Burger,FastFood,24,3,0,9,0,0,23.3,4.7,316,6.0,102,91,91,0
2024-07-24,Bread,Bakery,48,2,0,7,0,0,9.6,0.0,399,2.5,21,134,134,0
2024-01-21,Coffee,Beverage,12,6,1,1,0,0,17.0,0.6,454,3.0,32,162,162,0
2025-01-12,Burger,FastFood,24,6,1,1,0,0,15.8,7.7,519,6.0,112,151,139,12
2024-09-28,Ice Cream,Dessert,72,5,1,9,0,0,10.4,2.9,451,4.0,100,187,163,24
2024-03-21,Coffee,Beverage,12,3,0,3,0,0,25.0,0.0,388,3.0,77,150,131,19
2024-10-23,Burger,FastFood,24,2,0,10,0,0,19.3,8.0,352,6.0,115,122,122,0
2025-08-16,Bread,Bakery,48,5,1,8,0,1,25.7,2.0,574,2.5,38,185,185,0
2025-08-04,Sandwich,Bakery,48,0,0,8,0,1,12.5,2.1,348,4.5,86,92,92,0
2025-10-31,Coffee,Beverage,12,4,0,10,0,1,22.6,0.0,410,3.0,47,147,147,0
2024-01-11,Chicken Roll,Snack,24,3,0,1,0,0,15.1,1.4,416,3.5,99,147,147,0
2024-02-09,Coffee,Beverage,12,4,0,2,0,0,33.1,4.3,333,3.0,98,131,131,0
2024-03-17,Coffee,Beverage,12,6,1,3,0,0,24.7,1.6,466,3.0,58,152,147,5
2025-06-21,Burger,FastFood,24,5,1,6,0,0,25.4,5.9,420,6.0,81,143,143,0
2024-03-29,Salad,Healthy,24,4,0,3,0,0,26.2,2.4,381,5.5,76,85,85,0
2024-04-27,Bread,Bakery,48,5,1,4,0,1,10.9,10.8,544,2.5,11,201,179,22
2025-05-29,Ice Cream,Dessert,72,3,0,5,0,0,11.9,10.3,405,4.0,12,125,125,0
2025-03-08,Salad,Healthy,24,5,1,3,0,0,13.6,0.0,467,5.5,71,102,97,5
2025-09-09,Coffee,Beverage,12,1,0,9,0,1,18.6,2.2,357,3.0,99,135,135,0
2025-04-10,Ice Cream,Dessert,72,3,0,4,0,1,18.2,0.0,378,4.0,13,142,141,1
2025-05-15,Burger,FastFood,24,3,0,5,0,0,19.4,2.9,305,6.0,78,81,77,4
2024-08-05,Pizza Slice,FastFood,24,0,0,8,1,0,26.7,0.0,380,5.0,41,124,117,7
2025-05-29,Chicken Roll,Snack,24,3,0,5,0,0,13.6,0.0,390,3.5,73,125,125,0
2024-02-22,Salad,Healthy,24,3,0,2,0,1,9.6,3.2,353,5.5,67,102,94,8
2025-07-27,Burger,FastFood,24,6,1,7,0,1,20.7,8.9,423,6.0,104,165,150,15
2025-04-28,Ice Cream,Dessert,72,0,0,4,0,0,14.5,0.3,391,4.0,103,107,107,0
2025-08-08,Bread,Bakery,48,4,0,8,0,1,18.2,7.5,363,2.5,25,181,164,17
2025-05-03,Pizza Slice,FastFood,24,5,1,5,0,0,8.4,0.0,377,5.0,79,148,128,20
2025-06-03,Salad,Healthy,24,1,0,6,0,0,25.2,0.0,308,5.5,81,52,52,0
2025-01-23,Bread,Bakery,48,3,0,1,0,0,25.5,3.5,394,2.5,59,143,143,0
2025-02-17,Chicken Roll,Snack,24,0,0,2,0,0,19.5,0.0,400,3.5,105,127,106,21
2025-12-10,Coffee,Beverage,12,2,0,12,0,0,17.1,4.7,382,3.0,119,155,145,10
2025-11-26,Chicken Roll,Snack,24,2,0,11,0,0,33.9,2.1,352,3.5,48,109,106,3
2025-08-14,Ice Cream,Dessert,72,3,0,8,0,0,24.6,5.5,218,4.0,18,126,126,0
2025-10-27,Ice Cream,Dessert,72,0,0,10,0,0,14.4,1.5,316,4.0,42,104,97,7
2025-08-08,Chicken Roll,Snack,24,4,0,8,0,1,22.2,0.9,470,3.5,21,134,134,0
2024-02-19,Coffee,Beverage,12,0,0,2,0,0,16.1,0.0,451,3.0,19,189,167,22
2025-01-26,Burger,FastFood,24,6,1,1,0,0,-1.0,0.0,579,6.0,98,152,143,9
2024-01-06,Ice Cream,Dessert,72,5,1,1,0,0,19.4,1.2,614,4.0,33,157,157,0
